"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8499","IN-273: Admin > Clients > Verificar ordenamiento de la columna Last Login","chromium","Sat Nov 08 23:56:40 UTC 2025","passed","Sat Nov 08 23:56:49 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","8514","IN-5: Admin > Clients > Verificar ordenamiento de la columna ID Number","chromium","Sat Nov 08 23:56:06 UTC 2025","passed","Sat Nov 08 23:56:14 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","16674","IN-145: Admin > Clients > Actions > Verificar que elimine un cliente activo","chromium","Sat Nov 08 23:55:04 UTC 2025","passed","Sat Nov 08 23:55:20 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","17008","IN-193: Admin > Products > Crear Producto con los campos mínimos requeridos","chromium","Sat Nov 08 23:57:55 UTC 2025","passed","Sat Nov 08 23:58:12 UTC 2025","Products Principal Page Tests","products/createProducts.spec.ts","",""
"","8576","IN-7: Admin > Clients > Verificar ordenamiento de la columna Paid to Date","chromium","Sat Nov 08 23:56:23 UTC 2025","passed","Sat Nov 08 23:56:32 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","7070","IN-31: Admin > Clients > New Client > Shipping Address > Verificar que el botón ""Copy Billing"" copie los datos de Billing Address a Shipping Address","chromium","Sat Nov 08 23:57:11 UTC 2025","passed","Sat Nov 08 23:57:18 UTC 2025","Clients Edit Tests","clients/editClients.spec.ts","",""
"","8586","IN-272: Admin > Clients > Verificar ordenamiento de la columna Date Created","chromium","Sat Nov 08 23:56:32 UTC 2025","passed","Sat Nov 08 23:56:40 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","6636","IN-270: Verificar login con usuario correcto","chromium","Sat Nov 08 23:57:36 UTC 2025","passed","Sat Nov 08 23:57:42 UTC 2025","Login Tests","login/login.spec.ts","",""
"","12465","IN-270: Verificar login con usuario incorrecto","chromium","Sat Nov 08 23:57:42 UTC 2025","passed","Sat Nov 08 23:57:55 UTC 2025","Login Tests","login/login.spec.ts","",""
"","8472","IN-10: Admin > Clients > Buscar Cliente por Nombre de Compañía","chromium","Sat Nov 08 23:54:34 UTC 2025","passed","Sat Nov 08 23:54:42 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","16950","IN-19: Admin > Clients > Verificar que edite un nombre del cliente","chromium","Sat Nov 08 23:57:18 UTC 2025","passed","Sat Nov 08 23:57:35 UTC 2025","Clients Edit Tests","clients/editClients.spec.ts","",""
"","13457","IN-146: Admin > Clients > Actions > Verificar que purge un cliente","chromium","Sat Nov 08 23:55:20 UTC 2025","passed","Sat Nov 08 23:55:34 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","11239","IN-193: Admin > Products > Crear Producto con los campos mínimos requeridos","chromium","Sat Nov 08 23:58:12 UTC 2025","passed","Sat Nov 08 23:58:24 UTC 2025","Products Principal Page Tests","products/products.spec.ts","",""
"","8456","IN-9: Admin > Clients > Verificar ordenamiento de la columna Website","chromium","Sat Nov 08 23:56:49 UTC 2025","passed","Sat Nov 08 23:56:57 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","11391","IN-206: Admin > Products > Actions > Verificar que elimine un producto activo","chromium","Sat Nov 08 23:58:40 UTC 2025","passed","Sat Nov 08 23:58:52 UTC 2025","Products Principal Page Tests","products/products.spec.ts","",""
