"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3667","IN-187: Admin > Products > Verificar que se muestre la Tabla de Productos con las columnas por defecto","chromium","Fri Nov 14 19:26:11 UTC 2025","passed","Fri Nov 14 19:26:15 UTC 2025","Products Principal Page Tests","products/products.spec.ts","",""
"","8618","IN-10: Admin > Clients > Buscar Cliente por Nombre de Compañía","chromium","Fri Nov 14 19:22:18 UTC 2025","passed","Fri Nov 14 19:22:26 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","14935","IN-268: Admin > Clients > Actions > Verificar que la función ""Bulk Update"" realice una actualización masiva a la columna de los clientes seleccionados","chromium","Fri Nov 14 19:23:18 UTC 2025","passed","Fri Nov 14 19:23:33 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","12175","IN-270: Verificar login con usuario incorrecto","chromium","Fri Nov 14 19:25:23 UTC 2025","passed","Fri Nov 14 19:25:35 UTC 2025","Login Tests","login/login.spec.ts","",""
"","8668","IN-6: Admin > Clients > Verificar ordenamiento de la columna Balance","chromium","Fri Nov 14 19:23:59 UTC 2025","passed","Fri Nov 14 19:24:08 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","11410","IN-206: Admin > Products > Actions > Verificar que elimine un producto activo","chromium","Fri Nov 14 19:26:15 UTC 2025","passed","Fri Nov 14 19:26:26 UTC 2025","Products Principal Page Tests","products/products.spec.ts","",""
"","13058","IN-146: Admin > Clients > Actions > Verificar que purge un cliente","chromium","Fri Nov 14 19:23:05 UTC 2025","passed","Fri Nov 14 19:23:18 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","10907","IN-193: Admin > Products > Crear Producto con los campos mínimos requeridos","chromium","Fri Nov 14 19:25:35 UTC 2025","passed","Fri Nov 14 19:25:46 UTC 2025","Products Principal Page Tests","products/createProducts.spec.ts","",""
"","8651","IN-7: Admin > Clients > Verificar ordenamiento de la columna Paid to Date","chromium","Fri Nov 14 19:24:08 UTC 2025","passed","Fri Nov 14 19:24:16 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","8525","IN-9: Admin > Clients > Verificar ordenamiento de la columna Website","chromium","Fri Nov 14 19:24:34 UTC 2025","passed","Fri Nov 14 19:24:42 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","12841","IN-195: Admin > Products > Verificar que edite un nombre del producto","chromium","Fri Nov 14 19:25:58 UTC 2025","passed","Fri Nov 14 19:26:11 UTC 2025","Products Principal Page Tests","products/products.spec.ts","",""
"","8636","IN-5: Admin > Clients > Verificar ordenamiento de la columna ID Number","chromium","Fri Nov 14 19:23:50 UTC 2025","passed","Fri Nov 14 19:23:59 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","8499","IN-4: Admin > Clients > Verificar ordenamiento de la columna Contact Email","chromium","Fri Nov 14 19:23:42 UTC 2025","passed","Fri Nov 14 19:23:50 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","5626","IN-2: Admin > Clients > Verificar que se muestren las columnas por defecto en la Tabla de Clientes","chromium","Fri Nov 14 19:22:28 UTC 2025","passed","Fri Nov 14 19:22:34 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","8605","IN-272: Admin > Clients > Verificar ordenamiento de la columna Date Created","chromium","Fri Nov 14 19:24:16 UTC 2025","passed","Fri Nov 14 19:24:25 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","14658","IN-21: Admin > Clients > Actions > Verificar que archive un cliente","chromium","Fri Nov 14 19:22:34 UTC 2025","passed","Fri Nov 14 19:22:49 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","8565","IN-3: Admin > Clients > Verificar ordenamiento de la columna Name","chromium","Fri Nov 14 19:23:33 UTC 2025","passed","Fri Nov 14 19:23:42 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","15922","IN-19: Admin > Clients > Verificar que edite un nombre del cliente","chromium","Fri Nov 14 19:25:02 UTC 2025","passed","Fri Nov 14 19:25:18 UTC 2025","Clients Edit Tests","clients/editClients.spec.ts","",""
"","16500","IN-145: Admin > Clients > Actions > Verificar que elimine un cliente activo","chromium","Fri Nov 14 19:22:49 UTC 2025","passed","Fri Nov 14 19:23:05 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","7075","IN-31: Admin > Clients > New Client > Shipping Address > Verificar que el botón ""Copy Billing"" copie los datos de Billing Address a Shipping Address","chromium","Fri Nov 14 19:24:55 UTC 2025","passed","Fri Nov 14 19:25:02 UTC 2025","Clients Edit Tests","clients/editClients.spec.ts","",""
"","4390","IN-270: Verificar login con usuario correcto","chromium","Fri Nov 14 19:25:19 UTC 2025","passed","Fri Nov 14 19:25:23 UTC 2025","Login Tests","login/login.spec.ts","",""
"","8627","IN-273: Admin > Clients > Verificar ordenamiento de la columna Last Login","chromium","Fri Nov 14 19:24:25 UTC 2025","passed","Fri Nov 14 19:24:33 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","12462","IN-16: Admin > Clients > Crear Cliente con los campos minimos requeridos","chromium","Fri Nov 14 19:24:42 UTC 2025","passed","Fri Nov 14 19:24:55 UTC 2025","Clientes Principal Page Tests","clients/createClients.spec.ts","",""
"","11151","IN-193: Admin > Products > Crear Producto con los campos mínimos requeridos","chromium","Fri Nov 14 19:25:47 UTC 2025","passed","Fri Nov 14 19:25:58 UTC 2025","Products Principal Page Tests","products/products.spec.ts","",""
