"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11020","IN-193: Admin > Products > Crear Producto con los campos mínimos requeridos","chromium","Fri Nov 14 21:58:39 UTC 2025","passed","Fri Nov 14 21:58:50 UTC 2025","Products Principal Page Tests","products/products.spec.ts","",""
"","11899","IN-195: Admin > Products > Verificar que edite un nombre del producto","chromium","Fri Nov 14 21:58:50 UTC 2025","passed","Fri Nov 14 21:59:02 UTC 2025","Products Principal Page Tests","products/products.spec.ts","",""
"","6454","IN-31: Admin > Clients > New Client > Shipping Address > Verificar que el botón ""Copy Billing"" copie los datos de Billing Address a Shipping Address","chromium","Fri Nov 14 21:57:29 UTC 2025","passed","Fri Nov 14 21:57:35 UTC 2025","Clients Edit Tests","clients/editClients.spec.ts","",""
"","11864","IN-10: Admin > Clients > Buscar Cliente por Nombre de Compañía","chromium","Fri Nov 14 21:52:10 UTC 2025","passed","Fri Nov 14 21:52:22 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","12180","IN-270: Verificar login con usuario incorrecto","chromium","Fri Nov 14 21:58:15 UTC 2025","passed","Fri Nov 14 21:58:27 UTC 2025","Login Tests","login/login.spec.ts","",""
"","11028","IN-268: Admin > Clients > Actions > Verificar que la función ""Bulk Update"" realice una actualización masiva a la columna de los clientes seleccionados","chromium","Fri Nov 14 21:55:32 UTC 2025","failed","Fri Nov 14 21:55:43 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","3157","IN-2: Admin > Clients > Verificar que se muestren las columnas por defecto en la Tabla de Clientes","chromium","Fri Nov 14 21:52:23 UTC 2025","passed","Fri Nov 14 21:52:26 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","8258","IN-273: Admin > Clients > Verificar ordenamiento de la columna Last Login","chromium","Fri Nov 14 21:56:35 UTC 2025","passed","Fri Nov 14 21:56:43 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","10969","IN-145: Admin > Clients > Actions > Verificar que elimine un cliente activo","chromium","Fri Nov 14 21:54:16 UTC 2025","failed","Fri Nov 14 21:54:27 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","8241","IN-272: Admin > Clients > Verificar ordenamiento de la columna Date Created","chromium","Fri Nov 14 21:56:26 UTC 2025","passed","Fri Nov 14 21:56:35 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","9034","IN-3: Admin > Clients > Verificar ordenamiento de la columna Name","chromium","Fri Nov 14 21:55:44 UTC 2025","passed","Fri Nov 14 21:55:53 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","11058","IN-206: Admin > Products > Actions > Verificar que elimine un producto activo","chromium","Fri Nov 14 21:59:05 UTC 2025","passed","Fri Nov 14 21:59:16 UTC 2025","Products Principal Page Tests","products/products.spec.ts","",""
"","10993","IN-146: Admin > Clients > Actions > Verificar que purge un cliente","chromium","Fri Nov 14 21:54:54 UTC 2025","failed","Fri Nov 14 21:55:05 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","8425","IN-4: Admin > Clients > Verificar ordenamiento de la columna Contact Email","chromium","Fri Nov 14 21:55:53 UTC 2025","passed","Fri Nov 14 21:56:01 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","8398","IN-5: Admin > Clients > Verificar ordenamiento de la columna ID Number","chromium","Fri Nov 14 21:56:01 UTC 2025","passed","Fri Nov 14 21:56:10 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","8091","IN-9: Admin > Clients > Verificar ordenamiento de la columna Website","chromium","Fri Nov 14 21:56:43 UTC 2025","passed","Fri Nov 14 21:56:51 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","3222","IN-187: Admin > Products > Verificar que se muestre la Tabla de Productos con las columnas por defecto","chromium","Fri Nov 14 21:59:02 UTC 2025","passed","Fri Nov 14 21:59:05 UTC 2025","Products Principal Page Tests","products/products.spec.ts","",""
"","8302","IN-6: Admin > Clients > Verificar ordenamiento de la columna Balance","chromium","Fri Nov 14 21:56:10 UTC 2025","passed","Fri Nov 14 21:56:18 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","8237","IN-7: Admin > Clients > Verificar ordenamiento de la columna Paid to Date","chromium","Fri Nov 14 21:56:18 UTC 2025","passed","Fri Nov 14 21:56:26 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","10522","IN-193: Admin > Products > Crear Producto con los campos mínimos requeridos","chromium","Fri Nov 14 21:58:28 UTC 2025","passed","Fri Nov 14 21:58:38 UTC 2025","Products Principal Page Tests","products/createProducts.spec.ts","",""
"","10882","IN-16: Admin > Clients > Crear Cliente con los campos minimos requeridos","chromium","Fri Nov 14 21:57:17 UTC 2025","failed","Fri Nov 14 21:57:28 UTC 2025","Clientes Principal Page Tests","clients/createClients.spec.ts","",""
"","22692","IN-21: Admin > Clients > Actions > Verificar que archive un cliente","chromium","Fri Nov 14 21:53:13 UTC 2025","failed","Fri Nov 14 21:53:36 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","10869","IN-19: Admin > Clients > Verificar que edite un nombre del cliente","chromium","Fri Nov 14 21:58:00 UTC 2025","failed","Fri Nov 14 21:58:10 UTC 2025","Clients Edit Tests","clients/editClients.spec.ts","",""
"","3779","IN-270: Verificar login con usuario correcto","chromium","Fri Nov 14 21:58:11 UTC 2025","passed","Fri Nov 14 21:58:15 UTC 2025","Login Tests","login/login.spec.ts","",""
